date,total_cases,new_cases,total_deaths,new_deaths,new_cases_per_million,new_deaths_per_million,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,
 2021-6-4,1680373,5360,56765,54,89.492,0.902,2.23,0.8,1
 2021-6-5,1686041,5668,56832,67,94.634,1.119,2.24,0.8,1
 2021-6-6,1691491,5450,56929,97,90.994,1.62,2.25,0.8,1
 2021-6-7,1696564,5073,56974,45,84.7,0.751,2.39,0.8,1
 2021-6-8,1699849,3285,57063,89,54.847,1.486,2.55,0.8,1
 2021-6-9,1704058,4209,57183,120,70.274,2.004,2.7,0.8,1
 2021-6-10,1712939,8881,57310,127,148.279,2.12,2.82,0.8,1
 2021-6-11,1722086,9147,57410,100,152.72,1.67,2.95,0.8,1
 2021-6-12,1730106,8020,57591,181,133.903,3.022,2.96,0.8,1
 2021-6-13,1739425,9319,57653,62,155.592,1.035,2.97,0.8,1
 2021-6-14,1747082,7657,57731,78,127.843,1.302,3.13,0.8,1
 2021-6-15,1752630,5548,57884,153,92.63,2.555,3.28,0.8,1
 2021-6-16,1761066,8436,58041,157,140.849,2.621,3.3,0.8,1
 2021-6-17,1774312,13246,58118,77,221.158,1.286,3.46,0.8,1
 2021-6-18,1786079,11767,58323,205,196.464,3.423,3.57,0.8,1
 2021-6-19,1796589,10510,58441,118,175.477,1.97,3.58,0.8,1
 2021-6-20,1810164,13575,58590,149,226.651,2.488,3.58,0.8,1
 2021-6-21,1823319,13155,58702,112,219.638,1.87,3.72,0.8,1
 2021-6-22,1832479,9160,58795,93,152.937,1.553,3.72,0.8,1
 2021-6-23,1843572,11093,59092,297,185.211,4.959,3.72,0.8,1
 2021-6-24,1861065,17493,59258,166,292.067,2.772,4.26,0.8,1
 2021-6-25,1877143,16078,59406,148,268.441,2.471,4.44,0.8,1
 2021-6-26,1895905,18762,59621,215,313.254,3.59,4.48,0.8,1
 2021-6-27,1913861,17956,59778,157,299.797,2.621,4.64,0.8,1
 2021-6-28,1928897,15036,59900,122,251.044,2.037,4.65,0.8,1
 2021-6-29,1941119,12222,60038,138,204.061,2.304,4.84,0.8,1
 2021-6-30,1954466,13347,60264,226,222.844,3.773,5.05,0.8,1
 2021-7-1,1973972,19506,60647,383,325.676,6.395,5.27,0.8,1
 2021-7-2,1995556,21584,61029,382,360.371,6.378,5.27,0.8,1
 2021-7-3,2019826,24270,61332,303,405.217,5.059,5.52,0.8,1
 2021-7-4,2046311,26485,61507,175,442.199,2.922,5.53,0.8,1
 2021-7-5,2062896,16585,61840,333,276.906,5.56,5.79,0.8,1
 2021-7-6,2075409,12513,62171,331,208.919,5.526,6.06,0.8,1
 2021-7-7,2090909,15500,62628,457,258.791,7.63,6.06,0.8,1
 2021-7-8,2112336,21427,63039,411,357.749,6.862,6.08,2.09,1
 2021-7-9,2135246,22910,63499,460,382.51,7.68,6.27,2.25,1
 2021-7-10,2157687,22441,63873,374,374.679,6.244,6.32,2.26,1
 2021-7-11,2179297,21610,64138,265,360.805,4.424,6.32,2.26,1
 2021-7-12,2195599,16302,64289,151,272.181,2.521,6.49,2.34,1
 2021-7-13,2206781,11182,64509,220,186.697,3.673,6.67,2.44,1
 2021-7-14,2219316,12535,65142,633,209.287,10.569,6.67,2.44,1
 2021-7-15,2236805,17489,65595,453,292,7.563,7.24,2.8,1
 2021-7-16,2253240,16435,65972,377,274.402,6.294,7.24,2.8,1
 2021-7-17,2269179,15939,66385,413,266.121,6.896,7.24,2.8,1
 2021-7-18,2283880,14701,66676,291,245.451,4.859,7.24,2.8,1
 2021-7-19,2295095,11215,66859,183,187.248,3.055,7.31,2.82,1
 2021-7-20,2302304,7209,67080,221,120.363,3.69,7.57,2.98,1
 2021-7-21,2311232,8928,67676,596,149.064,9.951,7.57,2.98,1
 2021-7-22,2327472,16240,68192,516,271.146,8.615,8.42,3.6,1
 2021-7-23,2342330,14858,68625,433,248.072,7.229,8.69,3.8,1
 2021-7-24,2356049,13719,69075,450,229.055,7.513,8.69,3.8,1
 2021-7-25,2368105,12056,69488,413,201.289,6.896,8.79,3.86,1
 2021-7-26,2377823,9718,69775,287,162.254,4.792,8.79,3.86,1
 2021-7-27,2383490,5667,70018,243,94.617,4.057,9.32,4.31,1
 2021-7-28,2391223,7733,70388,370,129.112,6.178,9.32,4.31,1
 2021-7-29,2408525,17302,70908,520,288.878,8.682,9.89,4.73,1
 2021-7-30,2422151,13626,71431,523,227.502,8.732,9.89,4.73,1
 2021-7-31,2435036,12885,71679,248,215.13,4.141,9.89,4.73,1
 2021-8-1,2447454,12418,72013,334,207.333,5.577,9.89,4.73,1
 2021-8-2,2456184,8730,72191,178,145.758,2.972,10.22,4.98,1
 2021-8-3,2461758,5574,72437,246,93.065,4.107,10.69,5.36,1
 2021-8-4,2470746,8988,72992,555,150.065,9.266,10.69,5.36,1
 2021-8-5,2484009,13263,73415,423,221.442,7.062,10.93,5.56,1
 2021-8-6,2497655,13646,73873,458,227.836,7.647,10.93,5.56,1
 2021-8-7,2511178,13523,74352,479,225.783,7.997,10.93,5.56,1
 2021-8-8,2523488,12310,74623,271,205.53,4.525,11.46,5.97,1
 2021-8-9,2533466,9978,74813,190,166.595,3.172,11.46,5.97,1
 2021-8-10,2540222,6756,75012,199,112.799,3.323,11.68,6.21,1
 2021-8-11,2546762,6540,75201,189,109.193,3.156,11.68,6.21,1
 2021-8-12,2554240,7478,75774,573,124.854,9.567,12.1,6.61,1
 2021-8-13,2568511,14271,76247,473,238.271,7.897,12.1,6.61,1
 2021-8-14,2582427,13916,76631,384,232.344,6.411,12.1,6.61,1
 2021-8-15,2595447,13020,76869,238,217.384,3.974,12.34,6.82,1
 2021-8-16,2605586,10139,77141,272,169.283,4.541,12.5,7.01,1
 2021-8-17,2613569,7983,77440,299,133.286,4.992,12.5,7.01,1
 2021-8-18,2624254,10685,77993,553,178.399,9.233,12.86,7.48,1
 2021-8-19,2638981,14727,78377,384,245.885,6.411,13.04,7.73,1
 2021-8-20,2652652,13671,78694,317,228.254,5.293,13.33,7.98,1
 2021-8-21,2666964,14312,78983,289,238.956,4.825,13.33,7.98,1
 2021-8-22,2680225,13261,79251,268,221.408,4.475,13.39,8.07,1
 2021-8-23,2690973,10748,79421,170,179.451,2.838,13.76,8.32,1
 2021-8-24,2698605,7632,79584,163,127.425,2.721,14.09,8.58,1
 2021-8-25,2708951,10346,79953,369,172.739,6.161,14.09,8.58,1
 2021-8-26,2722202,13251,80469,516,221.241,8.615,14.09,8.58,1
 2021-8-27,2734973,12771,80826,357,213.227,5.961,15.07,9.35,1
 2021-8-28,2747018,12045,81187,361,201.106,6.027,15.07,9.35,1
 2021-8-29,2757191,10173,81461,274,169.85,4.575,15.07,9.35,1
 2021-8-30,2764931,7740,81595,134,129.229,2.237,15.45,9.71,1
 2021-8-31,2770575,5644,81830,235,94.233,3.924,15.72,9.99,1
 2021-9-1,2777659,7084,82261,431,118.276,7.196,16,10.26,1
 2021-9-2,2787203,9544,82496,235,159.348,3.924,16.26,10.52,1
 2021-9-3,2796405,9202,82914,418,153.638,6.979,16.26,10.52,1
 2021-9-4,2805604,9199,83161,247,153.588,4.124,16.26,10.52,1
 2021-9-5,2814014,8410,83343,182,140.415,3.039,16.63,10.84,1
 2021-9-6,2819945,5931,83419,76,99.025,1.269,16.63,10.84,1
 2021-9-7,2824063,4118,83617,198,68.755,3.306,17.06,11.27,1
 2021-9-8,2829435,5372,83899,282,89.692,4.708,17.06,11.27,1
 2021-9-9,2836773,7338,84152,253,122.517,4.224,17.3,11.5,1
 2021-9-10,2843042,6269,84327,175,104.668,2.922,17.81,11.94,1
 2021-9-11,2848925,5883,84608,281,98.224,4.692,17.88,12,1
 2021-9-12,2854234,5309,84751,143,88.64,2.388,17.9,12.02,1
 2021-9-13,2858195,3961,84877,126,66.134,2.104,18.13,12.24,1
 2021-9-14,2860835,2640,85002,125,44.078,2.087,18.42,12.48,1
 2021-9-15,2864534,3699,85302,300,61.759,5.009,18.71,12.7,1
 2021-9-16,2869201,4667,85468,166,77.921,2.772,18.98,12.91,1
 2021-9-17,2873415,4214,85779,311,70.358,5.193,18.98,12.91,1
 2021-9-18,2877063,3648,85952,173,60.908,2.888,18.98,12.91,1
 2021-9-19,2880349,3286,86116,164,54.864,2.738,19.33,13.21,1
 2021-9-20,2882630,2281,86174,58,38.084,0.968,19.33,13.21,1
 2021-9-21,2884134,1504,86216,42,25.111,0.701,19.78,13.54,1
 2021-9-22,2886331,2197,86376,160,36.682,2.671,20.01,13.74,1
 2021-9-23,2889298,2967,86500,124,49.538,2.07,20.23,13.93,1
 2021-9-24,2892081,2783,86655,155,46.466,2.588,20.26,13.96,1
 2021-9-25,2894342,2261,86967,312,37.75,5.209,20.26,13.96,1
 2021-9-26,2895976,1634,87001,34,27.282,0.568,20.32,14.01,1
 2021-9-27,2896943,967,87052,51,16.145,0.852,20.48,14.19,1
 2021-9-28,2897521,578,87216,164,9.65,2.738,20.48,14.19,1
 2021-9-29,2898888,1367,87417,201,22.824,3.356,20.48,14.19,1
 2021-9-30,2900994,2106,87525,108,35.162,1.803,21.03,14.72,1
 2021-10-1,2902672,1678,87626,101,28.016,1.686,21.03,14.72,1
 2021-10-2,2904307,1635,87705,79,27.298,1.319,21.03,14.72,1
 2021-10-3,2905613,1306,87753,48,21.805,0.801,21.44,15.15,1
 2021-10-4,2906422,809,87780,27,13.507,0.451,21.44,15.15,1
 2021-10-5,2906851,429,87819,39,7.163,0.651,21.81,15.64,1
 2021-10-6,2907619,768,87922,103,12.823,1.72,22.01,15.91,1
 2021-10-7,2908768,1149,87981,59,19.184,0.985,22.01,15.91,1
 2021-10-8,2909757,989,88104,123,16.513,2.054,22.21,16.17,1
 2021-10-9,2910681,924,88236,132,15.427,2.204,22.21,16.17,1
 2021-10-10,2911497,816,88292,56,13.624,0.935,22.21,16.17,1
 2021-10-11,2912145,648,88317,25,10.819,0.417,22.48,16.55,1
 2021-10-12,2912394,249,88346,29,4.157,0.484,22.48,16.55,1
 2021-10-13,2912938,544,88429,83,9.083,1.386,23.22,17.06,1
 2021-10-14,2913880,942,88466,37,15.728,0.618,23.22,17.06,1
 2021-10-15,2914827,947,88506,40,15.811,0.668,23.26,17.6,1
 2021-10-16,2915560,733,88562,56,12.238,0.935,23.26,17.6,1
 2021-10-17,2916179,619,88587,25,10.335,0.417,23.54,17.96,1
 2021-10-18,2916593,414,88612,25,6.912,0.417,23.54,17.96,1
 2021-10-19,2916803,210,88619,7,3.506,0.117,23.9,18.43,1
 2021-10-20,2917255,452,88674,55,7.547,0.918,23.9,18.43,1
 2021-10-21,2917846,591,88754,80,9.867,1.336,23.9,18.43,1
 2021-10-22,2918366,520,88835,81,8.682,1.352,23.9,18.43,1
 2021-10-23,2918883,517,88891,56,8.632,0.935,24.61,19.28,1
 2021-10-24,2919332,449,88914,23,7.497,0.384,24.61,19.28,1
 2021-10-25,2919632,300,88925,11,5.009,0.184,24.82,19.53,1
 2021-10-26,2919778,146,88934,9,2.438,0.15,24.82,19.53,1
 2021-10-27,2920109,331,88987,53,5.526,0.885,24.82,19.53,1
 2021-10-28,2920581,472,89049,62,7.881,1.035,24.82,19.53,1
 2021-10-29,2921114,533,89104,55,8.899,0.918,24.82,19.53,1
 2021-10-30,2921589,475,89151,47,7.931,0.785,25.57,20.55,1
 2021-10-31,2921886,297,89163,12,4.959,0.2,25.59,20.57,1
 2021-11-1,2922116,230,89177,14,3.84,0.234,25.59,20.57,1
 2021-11-2,2922222,106,89179,2,1.77,0.033,25.78,20.93,1
 2021-11-3,2922391,169,89197,18,2.822,0.301,25.98,21.07,1
 2021-11-4,2922735,344,89220,23,5.743,0.384,26.14,21.27,1
 2021-11-5,2923054,319,89251,31,5.326,0.518,26.14,21.27,1
 2021-11-6,2923393,339,89295,44,5.66,0.735,26.33,21.38,1
 2021-11-7,2923751,358,89319,24,5.977,0.401,26.35,21.39,1
 2021-11-8,2923956,205,89332,13,3.423,0.217,26.45,21.6,1
 2021-11-9,2924072,116,89352,20,1.937,0.334,26.58,21.76,1
 2021-11-10,2924317,245,89387,35,4.091,0.584,26.71,21.91,1
 2021-11-11,2924622,305,89435,48,5.092,0.801,26.71,21.91,1
 2021-11-12,2924978,356,89452,17,5.944,0.284,26.99,22.25,1
 2021-11-13,2925371,393,89469,17,6.562,0.284,27.08,22.33,1
 2021-11-14,2925677,306,89476,7,5.109,0.117,27.14,22.38,1
 2021-11-15,2925939,262,89484,8,4.374,0.134,27.26,22.53,1
 2021-11-16,2926075,136,89489,5,2.271,0.083,27.39,22.68,1
 2021-11-17,2926348,273,89504,15,4.558,0.25,27.51,22.83,1
 2021-11-18,2926914,566,89515,11,9.45,0.184,27.63,22.97,1
 2021-11-19,2927499,585,89555,40,9.767,0.668,27.63,22.97,1
 2021-11-20,2928288,789,89562,7,13.173,0.117,27.78,23.16,1
 2021-11-21,2929175,887,89572,10,14.81,0.167,27.8,23.17,1
 2021-11-22,2929862,687,89574,2,11.47,0.033,27.9,23.29,1
 2021-11-23,2930174,312,89584,10,5.209,0.167,28.02,23.43,1
 2021-11-24,2948760,18586,89635,51,310.315,0.852,28.15,23.57,1
 2021-11-25,2950035,1275,89657,22,21.288,0.367,28.15,23.57,1
 2021-11-26,2952500,2465,89771,114,41.156,1.903,28.37,23.82,1
 2021-11-27,2955328,2828,89783,12,47.217,0.2,28.42,23.86,1
 2021-11-28,2958548,3220,89791,8,53.762,0.134,28.42,23.86,1
 2021-11-29,2961406,2858,89797,6,47.718,0.1,28.62,24.02,1
 2021-11-30,2963679,2273,89822,25,37.95,0.417,28.82,24.17,1
 2021-12-1,2968052,4373,89843,21,73.012,0.351,29.01,24.31,1
 2021-12-2,2976613,8561,89871,28,142.936,0.467,29.49,24.74,1
 2021-12-3,2988148,11535,89915,44,192.591,0.735,29.49,24.74,1
 2021-12-4,3004203,16055,89944,29,268.057,0.484,29.75,24.93,1
 2021-12-5,3020569,16366,89965,21,273.25,0.351,29.79,24.96,1
 2021-12-6,3031694,11125,89966,1,185.745,0.017,29.96,25.08,1
 2021-12-7,3038075,6381,89975,9,106.538,0.15,30.14,25.22,1
 2021-12-8,3051222,13147,90002,27,219.505,0.451,30.32,25.35,1
 2021-12-9,3071064,19842,90038,36,331.286,0.601,30.32,25.35,1
 2021-12-10,3093452,22388,90060,22,373.794,0.367,30.63,25.6,1
 2021-12-11,3112469,19017,90080,20,317.512,0.334,30.63,25.6,1
 2021-12-12,3129622,17153,90116,36,286.39,0.601,30.69,25.64,1
 2021-12-13,3167497,37875,90137,21,632.368,0.351,30.81,25.73,1
 2021-12-14,3180785,13288,90148,11,221.859,0.184,30.94,25.83,1
 2021-12-15,3204642,23857,90172,24,398.321,0.401,31.06,25.93,1
 2021-12-16,3231031,26389,90226,54,440.596,0.902,31.15,26.02,1
 2021-12-17,3255816,24785,90262,36,413.815,0.601,31.15,26.02,1
 2021-12-18,3276529,20713,90297,35,345.828,0.584,31.15,26.02,1
 2021-12-19,3292609,16080,90345,48,268.475,0.801,31.18,26.04,1
 2021-12-20,3308074,15465,90348,3,258.207,0.05,31.18,26.04,1
 2021-12-21,3316585,8511,90453,105,142.101,1.753,31.34,26.19,1
 2021-12-22,3332008,15423,90488,35,257.505,0.584,31.34,26.19,1
 2021-12-23,3353106,21098,90587,99,352.256,1.653,31.34,26.19,1
 2021-12-24,3374262,21156,90662,75,353.225,1.252,31.46,26.32,1
 2021-12-25,3393109,18847,90743,81,314.673,1.352,31.46,26.32,1
 2021-12-26,3407937,14828,90773,30,247.571,0.501,31.47,26.32,1
 2021-12-27,3413540,5603,90814,41,93.549,0.685,31.47,26.32,1
 2021-12-28,3417318,3778,90829,15,63.078,0.25,31.51,26.38,1
 2021-12-29,3424534,7216,90854,25,120.48,0.417,31.57,26.44,1
 2021-12-30,3433554,9020,90935,81,150.6,1.352,31.57,26.44,1
 2021-12-31,3446532,12978,91061,126,216.683,2.104,31.57,26.44,1
 2022-1-1,3458286,11754,91145,84,196.247,1.402,31.63,26.5,1
 2022-1-2,3468079,9793,91198,53,163.506,0.885,31.63,26.5,1
 2022-1-3,3472436,4357,91228,30,72.745,0.501,31.69,26.55,1
 2022-1-4,3475512,3076,91312,84,51.357,1.402,31.83,26.68,1
 2022-1-5,3483590,8078,91451,139,134.872,2.321,31.83,26.68,1
 2022-1-6,3494696,11106,91561,110,185.428,1.837,31.83,26.68,1
 2022-1-7,3504554,9858,92112,551,164.591,9.2,31.99,26.81,1
 2022-1-8,3513813,9259,92252,140,154.59,2.337,31.99,26.81,1
 2022-1-9,3521512,7699,92371,119,128.544,1.987,32.01,26.84,1
 2022-1-10,3526054,4542,92453,82,75.834,1.369,32.01,26.84,1
 2022-1-11,3528463,2409,92530,77,40.221,1.286,32.01,26.84,1
 2022-1-12,3534131,5668,92649,119,94.634,1.987,32.01,26.84,1
 2022-1-13,3540891,6760,92830,181,112.866,3.022,32.01,26.84,1
 2022-1-14,3546808,5917,92989,159,98.791,2.655,32.01,26.84,1
 2022-1-15,3552043,5235,93117,128,87.405,2.137,32.01,26.84,1
 2022-1-16,3556633,4590,93278,161,76.636,2.688,32.01,26.84,1
 2022-1-17,3559230,2597,93364,86,43.36,1.436,32.09,26.99,1
 2022-1-18,3560921,1691,93451,87,28.233,1.453,32.15,27.07,1
 2022-1-19,3564578,3657,93551,100,61.058,1.67,32.21,27.15,1
 2022-1-20,3568900,4322,93707,156,72.161,2.605,32.27,27.22,1
 2022-1-21,3572860,3960,93846,139,66.117,2.321,32.33,27.3,1
 2022-1-22,3576379,3519,93949,103,58.754,1.72,32.35,27.32,1
 2022-1-23,3579428,3049,94063,114,50.907,1.903,32.35,27.32,1
 2022-1-24,3581359,1931,94177,114,32.24,1.903,32.41,27.4,1
 2022-1-25,3582691,1332,94265,88,22.239,1.469,32.41,27.4,1
 2022-1-26,3585888,3197,94397,132,53.378,2.204,32.54,27.55,1
 2022-1-27,3590399,4511,94491,94,75.317,1.569,32.6,27.61,1
 2022-1-28,3594499,4100,94651,160,68.454,2.671,32.66,27.67,1
 2022-1-29,3598288,3789,94784,133,63.262,2.221,32.66,27.67,1
 2022-1-30,3601630,3342,94905,121,55.799,2.02,32.69,27.7,1
 2022-1-31,3603856,2226,95022,117,37.166,1.953,32.74,27.76,1
 2022-2-1,3605222,1366,95093,71,22.807,1.185,32.74,27.76,1
 2022-2-2,3608307,3085,95288,195,51.508,3.256,32.86,27.87,1
 2022-2-3,3612809,4502,95463,175,75.166,2.922,32.92,27.92,1
 2022-2-4,3616075,3266,95545,82,54.53,1.369,32.92,27.92,1
 2022-2-5,3618853,2778,95766,221,46.382,3.69,32.92,27.92,1
 2022-2-6,3622210,3357,95817,51,56.049,0.852,32.99,27.99,1
 2022-2-7,3623962,1752,95835,18,29.252,0.301,32.99,27.99,1
 2022-2-8,3625190,1228,96021,186,20.503,3.105,32.99,27.99,1
 2022-2-9,3628014,2824,96289,268,47.15,4.475,33.17,28.13,1
 2022-2-10,3631642,3628,96502,213,60.574,3.556,33.17,28.13,1
 2022-2-11,3634811,3169,96705,203,52.91,3.389,33.29,28.22,1
 2022-2-12,3637673,2862,96851,146,47.785,2.438,33.3,28.23,1
 2022-2-13,3640162,2489,96985,134,41.557,2.237,33.32,28.25,1
 2022-2-14,3641811,1649,96993,8,27.532,0.134,33.36,28.28,1
 2022-2-15,3642905,1094,97250,257,18.266,4.291,33.36,28.28,1
 2022-2-16,3645269,2364,97431,181,39.47,3.022,33.48,28.37,1
 2022-2-17,3648968,3699,97520,89,61.759,1.486,33.55,28.42,1
 2022-2-18,3652024,3056,97955,435,51.024,7.263,33.55,28.42,1
 2022-2-19,3654824,2800,98298,343,46.749,5.727,33.62,28.49,1
 2022-2-20,3657091,2267,98617,319,37.85,5.326,33.63,28.5,1
 2022-2-21,3658547,1456,98667,50,24.31,0.835,33.63,28.5,1
 2022-2-22,3659698,1151,98804,137,19.217,2.287,33.74,28.6,1
 2022-2-23,3662032,2334,98868,64,38.969,1.069,33.81,28.65,1
 2022-2-24,3665149,3117,98978,110,52.042,1.837,33.81,28.65,1
 2022-2-25,3667560,2411,99018,40,40.255,0.668,33.93,28.77,1
 2022-2-26,3669671,2111,99145,127,35.246,2.12,33.93,28.77,1
 2022-2-27,3671991,2320,99191,46,38.735,0.768,33.95,28.79,1
 2022-2-28,3673257,1266,99229,38,21.137,0.634,33.95,28.79,1
 2022-3-1,3674042,785,99412,183,13.107,3.055,34.05,28.89,1
 2022-3-2,3675691,1649,99430,18,27.532,0.301,34.05,28.89,1
 2022-3-3,3677686,1995,99458,28,33.309,0.467,34.05,28.89,1
 2022-3-4,3679539,1853,99499,41,30.938,0.685,34.22,29.03,1
 2022-3-5,3681437,1898,99517,18,31.689,0.301,34.23,29.04,1
 2022-3-6,3683172,1735,99543,26,28.968,0.434,34.23,29.05,1
 2022-3-7,3684319,1147,99543,0,19.151,0,34.28,29.09,1
 2022-3-8,3685120,801,99609,66,13.374,1.102,34.28,29.09,1
 2022-3-9,3686556,1436,99625,16,23.976,0.267,34.32,29.13,1
 2022-3-10,3688423,1867,99656,31,31.172,0.518,34.37,29.17,1
 2022-3-11,3690291,1868,99681,25,31.188,0.417,34.47,29.26,1
 2022-3-12,3691962,1671,99709,28,27.899,0.467,34.47,29.26,1
 2022-3-13,3693532,1570,99712,3,26.213,0.05,34.47,29.27,1
 2022-3-14,3694504,972,99725,13,16.229,0.217,34.48,29.27,1
 2022-3-15,3695175,671,99725,0,11.203,0,34.52,29.31,1
 2022-3-16,3696823,1648,99727,2,27.515,0.033,34.56,29.35,1
 2022-3-17,3698803,1980,99767,40,33.058,0.668,34.61,29.39,1
 2022-3-18,3700484,1681,99829,62,28.066,1.035,34.65,29.43,1
 2022-3-19,3702042,1558,99868,39,26.013,0.651,34.68,29.48,1
 2022-3-20,3703329,1287,99879,11,21.488,0.184,34.69,29.49,1
 2022-3-21,3704218,889,99881,2,14.843,0.033,34.69,29.49,1
 2022-3-22,3704784,566,99890,9,9.45,0.15,34.7,29.49,1
 2022-3-23,3705696,912,99893,3,15.227,0.05,34.73,29.54,1
 2022-3-24,3707089,1393,99899,6,23.258,0.1,34.77,29.6,1
 2022-3-25,3709209,2120,99932,33,35.396,0.551,34.81,29.66,1
 2022-3-26,3710766,1557,99939,7,25.996,0.117,34.84,29.71,1
 2022-3-27,3712263,1497,99965,26,24.994,0.434,34.85,29.72,1
 2022-3-28,3713252,989,99966,1,16.513,0.017,34.85,29.72,1
 2022-3-29,3713833,581,99970,4,9.7,0.067,34.89,29.78,1
 2022-3-30,3715390,1557,99976,6,25.996,0.1,34.92,29.83,1
 2022-3-31,3717067,1677,100020,44,28,0.735,34.95,29.88,1
 2022-4-1,3718953,1886,100032,12,31.489,0.2,34.99,29.94,1
 2022-4-2,3720645,1692,100042,10,28.25,0.167,34.99,29.94,1
 2022-4-3,3722065,1420,100046,4,23.709,0.067,34.99,29.94,1
 2022-4-4,3722954,889,100050,4,14.843,0.067,35.02,29.99,1
 2022-4-5,3723639,685,100052,2,11.437,0.033,35.04,30.02,1
 2022-4-6,3725177,1538,100067,15,25.679,0.25,35.06,30.05,1
 2022-4-7,3727208,2031,100070,3,33.91,0.05,35.09,30.09,1
 2022-4-8,3728689,1481,100075,5,24.727,0.083,35.12,30.13,1
 2022-4-9,3730066,1377,100084,9,22.991,0.15,35.15,30.16,1
 2022-4-10,3731247,1181,100096,12,19.718,0.2,35.16,30.18,1
 2022-4-11,3732075,828,100096,0,13.824,0,35.17,30.18,1
 2022-4-12,3732628,553,100098,2,9.233,0.033,35.19,30.21,1
 2022-4-13,3733919,1291,100116,18,21.555,0.301,35.22,30.25,1
 2022-4-14,3735578,1659,100132,16,27.699,0.267,35.25,30.28,1
 2022-4-15,3737346,1768,100138,6,29.519,0.1,35.28,30.31,1
 2022-4-16,3739192,1846,100142,4,30.821,0.067,35.28,30.31,1
 2022-4-17,3740398,1206,100144,2,20.136,0.033,35.28,30.31,1
 2022-4-18,3741230,832,100147,3,13.891,0.05,35.28,30.31,1
 2022-4-19,3742107,877,100181,34,14.643,0.568,35.28,30.32,1
 2022-4-20,3743582,1475,100195,14,24.627,0.234,35.31,30.35,1
 2022-4-21,3746424,2842,100211,16,47.451,0.267,35.34,30.38,1
 2022-4-22,3750830,4406,100276,65,73.563,1.085,35.37,30.42,1
 2022-4-23,3755459,4629,100286,10,77.287,0.167,35.41,30.46,1
 2022-4-24,3759689,4230,100298,12,70.625,0.2,35.41,30.46,1
 2022-4-25,3762911,3222,100303,5,53.795,0.083,35.41,30.46,1
 2022-4-26,3764865,1954,100333,30,32.624,0.501,35.45,30.5,1
 2022-4-27,3769927,5062,100348,15,84.516,0.25,35.48,30.54,1
 2022-4-28,3776298,6371,100351,3,106.371,0.05,35.49,30.55,1
 2022-4-29,3776298,0,100351,0,0,0,35.53,30.59,1
 2022-4-30,3785398,9100,100360,9,151.935,0.15,35.56,30.62,1
 2022-5-1,3791925,6527,100363,3,108.976,0.05,35.57,30.63,1
 2022-5-2,3795763,3838,100363,0,64.08,0,35.57,30.63,1
 2022-5-3,3798413,2650,100370,7,44.245,0.117,35.57,30.63,1
 2022-5-4,3802198,3785,100377,7,63.195,0.117,35.6,30.67,1
 2022-5-5,3818125,15927,100471,94,265.92,1.569,35.64,30.7,1
 2022-5-6,3818125,0,100471,0,0,0,35.67,30.74,1
 2022-5-7,3827378,9253,100505,34,154.49,0.568,35.7,30.77,1
 2022-5-8,3835902,8524,100516,11,142.318,0.184,35.71,30.77,1
 2022-5-9,3841388,5486,100523,7,91.595,0.117,35.71,30.77,1
 2022-5-10,3844625,3237,100533,10,54.046,0.167,35.74,30.81,1
 2022-5-11,3852148,7523,100559,26,125.605,0.434,35.78,30.84,1
 2022-5-12,3862165,10017,100609,50,167.246,0.835,35.82,30.88,1
 2022-5-13,3871085,8920,100630,21,148.93,0.351,35.86,30.92,1
 2022-5-14,3879434,8349,100744,114,139.397,1.903,35.89,30.95,1
 2022-5-15,3887449,8015,100753,9,133.82,0.15,35.9,30.96,1
 2022-5-16,3891793,4344,100755,2,72.528,0.033,35.9,30.96,1
 2022-5-17,3894745,2952,100771,16,49.287,0.267,35.93,30.99,1
 2022-5-18,3899841,5096,100812,41,85.084,0.685,35.97,31.03,1
 2022-5-19,3908020,8179,100867,55,136.558,0.918,36.01,31.06,1
 2022-5-20,3915258,7238,100898,31,120.847,0.518,36.05,31.1,1
 2022-5-21,3921633,6375,100916,18,106.438,0.301,36.08,31.13,1
 2022-5-22,3926652,5019,100931,15,83.798,0.25,36.09,31.14,1
 2022-5-23,3929872,3220,100933,2,53.762,0.033,36.09,31.14,1
 2022-5-24,3931534,1662,100952,19,27.749,0.317,36.12,31.17,1
 2022-5-25,3935761,4227,101002,50,70.575,0.835,36.16,31.2,1
 2022-5-26,3941045,5284,101043,41,88.223,0.685,36.2,31.24,1
 2022-5-27,3944845,3800,101092,49,63.446,0.818,36.23,31.27,1
 2022-5-28,3948119,3274,101128,36,54.663,0.601,36.26,31.3,1
 2022-5-29,3952193,4074,101142,14,68.02,0.234,36.27,31.31,1
 2022-5-30,3953967,1774,101146,4,29.619,0.067,36.27,31.31,1
 2022-5-31,3954971,1004,101162,16,16.763,0.267,36.3,31.33,1
 2022-6-1,3957777,2806,101190,28,46.85,0.467,36.33,31.36,1
 2022-6-2,3960424,2647,101219,29,44.195,0.484,36.36,31.39,1
 2022-6-3,3963394,2970,101250,31,49.588,0.518,36.39,31.42,1
 2022-6-4,3965422,2028,101285,35,33.86,0.584,36.41,31.44,1
 2022-6-5,3967078,1656,101313,28,27.649,0.467,36.42,31.44,1
 2022-6-6,3968205,1127,101317,4,18.817,0.067,36.42,31.45,1
